ID_FloraAlpina;ID_Family;Family;ID_Genus;Genus;ID_Species;Species;ID_Subspecies;Subspecies;Longevity;BiologicalForm;Endemic;Indigenous;Distribution;CompleteName;Phenology_Jan;Phenology_Feb;Phenology_Mar;Phenology_Apr;Phenology_May;Phenology_Jun;Phenology_Jul;Phenology_Aug;Phenology_Sep;Phenology_Oct;Phenology_Nov;Phenology_Dec;Collinaire;Montane;Subalpine;Alpine;Nival;A_B;A_K;A_N;A_NT;A_O;A_OT;A_S;A_ST;A_V;CH_AP;CH_BE;CH_FR;CH_GL;CH_GR;CH_LU;CH_SG;CH_SZ;CH_TI;CH_UR;CH_UW;CH_VD;CH_VS;D_OB;D_SW;F_04;F_05;F_06;F_26;F_38;F_73;F_74;F_83;F_84;FL;I_AO;I_BG;I_BL;I_BS;I_BZ;I_CN;I_CO;I_IM;I_NO;I_PN;I_SO;I_SV;I_TN;I_TO;I_TV;I_UD;I_VA;I_VC;I_VI;I_VR;SLO;Phytosociology;Habitat;Ca;Ca/Si;Si;VeryDry;Dry;Average;Wet;Aquatic;w;f1;f2;f3;f4;f5;f6;f7;f8;f9
124.66.1;124;Asteraceae               ;66;Leuzea;1;conifera;;;v;H;N;Y;Medit.;Leuzea conifera (L.) DC.;;;;;x;x;x;x;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;+;+;-;-;-;-;-;-;+;-;+;-;-;-;+;-;+;-;-;-;-;-;-;-;(Rosmarinetalia);2.1.2, (2.6), 6.2, 7.3, (7.6), 9.1.1;2;2;2;2;1;0;0;0;0;2;1;0;4;2;0;2;1;0
124.67.1.1;124;Asteraceae               ;67;Stemmacantha;1;rhapontica;1;rhapontica;v;H;Y;Y;E-Alp.;Stemmacantha rhapontica (L.) Dittrich subsp. rhapontica;;;;;;x;x;x;;;;;0;2;2;0;0;-;-;-;+;-;-;-;-;+;;-;-;;+;-;;;+;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;+;+;+;D;-;+;-;-;+;+;-;+;-;+;+;;-;+;+;+;(Calamagrostion arundinaceae);"(4.2), 6.5.1, 7.2, (8.1, 8.2); (2.9.2)";2;2;0;0;1;2;1;0;0;0;2;4;0;1;2;0;0;0
124.67.1.2;124;Asteraceae               ;67;Stemmacantha;1;rhapontica;2;lamarckii;v;H;Y;Y;W-Alp.;Stemmacantha rhapontica subsp. lamarckii Dittrich;;;;;;;x;x;;;;;0;0;2;1;0;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;+;-;-;+;+;-;-;-;+;-;-;+;+;+;-;-;-;+;-;-;-;-;;-;-;+;-;-;-;-;+;-;-;-;+;-;-;-;(Calamagrostion arundinaceae);6.5.1, 7.2, (7.4.2);0;2;2;0;1;2;1;0;0;0;0;0;0;1;2;0;2;4
124.70.1;124;Asteraceae               ;70;Cnicus;1;benedictus;;;a;T;N;N;Medit.;Cnicus benedictus L.;;;;;x;x;x;;;;;;2;0;0;0;0;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;-;-;-;-;-;;;-;+;+;-;-;-;;-;-;;-;-;-;;;;;;-;;-;;;;;;-;-;-;(Stellarienea mediae);2.1, 2.2, (2.7, 7.3);2;2;2;1;2;1;0;0;0;0;1;2;0;2;4;0;1;2
124.71.1;124;Asteraceae               ;71;Carthamus;1;lanatus;;;a;T;N;Y;Medit.;Carthamus lanatus L.;;;;;;;x;x;;;;;2;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;+;+;+;+;+;-;-;+;;-;+;;;+;+;+;;+;;-;-;;+;+;;-;;;-;+;-;(Onopordetalia acanthii);2.1, 2.2, (6.2), 7.3;2;2;1;2;1;0;0;0;0;0;1;2;0;2;4;0;1;2
124.67.2.1;124;Asteraceae               ;67;Stemmacantha;2;heleniifolia;1;heleniifolia;v;H;Y;Y;W-Alp.;Stemmacantha heleniifolia (Godr. & Gren.) Dittrich subsp. heleniifolia;;;;;;x;x;x;;;;;0;2;2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Calamagrostion arundinaceae);(2.4), 3.2, 3.3, 6.5.1, 7.2;2;0;0;0;1;2;1;0;0;0;2;4;0;1;2;0;0;0
124.67.2.2;124;Asteraceae               ;67;Stemmacantha;2;heleniifolia;2;bicknellii;v;H;Y;Y;W-Alp.;Stemmacantha heleniifolia subsp. bicknellii (Briq.) Dittrich;;;;;;x;x;x;;;;;0;0;2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;;-;+;-;-;-;;-;-;-;-;-;-;-;-;-;(Caricion ferrugineae);(2.4), 6.5.1;2;1;0;1;2;1;0;0;0;0;2;4;0;1;2;0;0;0
124.68.21;124;Asteraceae               ;68;Centaurea;21;nigra;;;v;H;N;Y;W-Eur.;Centaurea nigra L.;;;;;;;x;x;;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;-;+;+;-;-;-;-;-;;-;-;-;-;;-;;-;-;-;;-;;-;-;-;;-;-;-;(Mesobromion);6.2, 6.3.1, 6.4, 7.1, (7.4.2, 9.2.4);1;1;2;0;1;2;1;0;0;0;0;0;1;2;1;2;4;2
124.68.26;124;Asteraceae               ;68;Centaurea;26;pectinata;;;v;H;N;Y;Medit.;Centaurea pectinata L.;;;;;;x;x;x;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Antirrhinion asarinae);3.1, 3.2, 6.2, 7.1, 7.3, (9.1.1?);0;1;2;2;1;0;0;0;0;0;0;0;2;1;0;4;2;0
124.72.1;124;Asteraceae               ;72;Carduncellus;1;monspelliensium;;;v;H;N;Y;Medit.;Carduncellus monspelliensium All.;;;;;;x;x;;;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;-;-;+;+;-;-;-;-;-;-;-;-;+;-;-;-;;-;-;-;-;-;-;-;-;-;(Ononidetalia);6.2, 7.3;2;1;0;2;1;0;0;0;0;4;2;0;0;0;0;0;0;0
124.3.2;124;Asteraceae               ;3;Bellis;2;sylvestris;;;v;H;N;Y;Medit.;Bellis sylvestris Cirillo;;;x;x;x;;;;x;x;x;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;-;;-;-;-;-;-;-;-;-;-;(Brachypodietalia phoenicoidis);2.1, 2.2, (2.6), 6.2, (7.4.2);2;2;1;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.4.3;124;Asteraceae               ;4;Aster;3;novi-belgii;;;v;H;N;N;N-Am.;Aster novi-belgii aggr.;;;;;;;;x;x;x;;;2;0;0;0;0;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;;+;;+;+;+;+;+;+;;+;+;+;;+;;+;+;+;+;+;+;+; - [Convolvulion sepium];"1.3, 2.2, 2.5.1, 7.2, (7.4.2), 7.5, 9.2.2; 2.9.2";2;2;2;0;1;2;1;0;1;0;1;2;0;2;4;0;1;2
124.6.3.3;124;Asteraceae               ;6;Erigeron;3;acer;3;macrophyllus;b, v;H;N;Y;E-Alp./Carpat.;Erigeron acer subsp. macrophyllus (Herbich) Gutermann;;;;;;x;x;x;x;x;;;2;1;0;0;0;-;-;+;-;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Dauco-Melilotion);2.6, 3.2, 6.2;2;2;2;0;1;2;1;0;1;2;1;0;4;2;0;2;1;0
124.15.3;124;Asteraceae               ;15;Phagnalon;3;saxatile;;;t;C;N;Y;Medit.;Phagnalon saxatile (L.) Cass.;;;x;x;x;x;x;x;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;;-;-;-;-;-;-;-;-;-;;-;-;-;;-;-;-;-;-;-;-;-;-;(Lygeo-Stipetea);3.2;2;2;2;2;1;0;0;0;0;2;1;0;4;2;0;2;1;0
124.49.8;124;Asteraceae               ;49;Tephroseris;8;pseudocrispa;;;v;H;S;Y;E-Alp.;Tephroseris pseudocrispa (Fiori) Holub;;;;;;x;x;x;;;;;0;2;2;0;0;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;+;-;-;-;-;+;Calamagrostietalia villosae;(2.6), 4.1, 4.2, 6.3.2, 7.2, (7.4.1, 8.2, 9.2.2);2;2;1;0;0;1;2;0;0;1;2;1;2;4;2;1;2;1
124.15.1;124;Asteraceae               ;15;Phagnalon;1;sordidum;;;t;C;N;Y;Medit.;Phagnalon sordidum (L.) Rchb.;;;;;;x;x;;;;;;2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;-;-;+;+;-;-;-;-;-;-;-;-;+;-;-;-;;-;-;-;-;-;-;-;-;-;(Asplenietalia glandulosi);3.2;2;2;1;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.60.8;124;Asteraceae               ;60;Carduus;8;nigrescens;;;b;H;N;Y;Medit.;Carduus nigrescens Vill.;;;;;;x;x;x;;;;;2;2;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;;-;-;+;+;-;?;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Onopordetalia acanthii);2.1, 2.2, (2.5.2, 6.2);2;1;1;2;1;0;0;0;0;0;2;4;0;1;2;0;0;0
124.93.15;124;Asteraceae               ;93;Taraxacum;15;officinale;;;v;H;N;Y;Eurosib.(-Cosmop.);Taraxacum officinale aggr.;;;;x;x;x;x;x;x;x;x;;2;2;2;1;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;(Arrhenatheretalia elatioris);2.1, 2.2, (2.3, 2.5), 2.6, (3.3, 4.1, 4.2, 5.1), 6.3, (6.5.1, 6.7, 9.2.2);2;2;2;0;1;2;1;0;0;0;1;2;0;2;4;0;1;2
124.93.7;124;Asteraceae               ;93;Taraxacum;7;palustre;;;v;H;N;Y;Eur.;Taraxacum palustre aggr.;;;;x;x;x;x;;;;;;2;2;1;0;0;D;+;+;;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;-;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;;+;+;;+;(Caricion davallianae);(2.5.1, 4.1), 5.1, 6.3.2;2;2;1;0;0;0;1;2;1;2;4;2;1;2;1;0;0;0
124.93.13;124;Asteraceae               ;93;Taraxacum;13;laevigatum;;;v;H;N;Y;Eurasiat.;Taraxacum laevigatum aggr.;;;;x;x;x;;;;;;;2;2;1;0;0;+;+;+;+;-;;D;+;+;;+;;+;+;+;+;+;+;+;+;+;+;-;-;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;;+;+;+;+;;;+;+;+;(Festuco-Brometea);(2.1.2), 2.2, (3.1, 3.2, 3.3, 3.5), 6.2, (7.3);2;2;2;1;2;1;0;0;0;0;1;2;0;2;4;0;1;2
124.93.3;124;Asteraceae               ;93;Taraxacum;3;pacheri;;;v;H;Y;Y;Alp.;Taraxacum pacheri Sch. Bip.;;;;;;;x;x;;;;;0;0;1;2;0;-;+;-;+;-;+;+;-;-;-;+;-;-;+;-;-;-;;;-;-;+;-;-;;+;-;-;;-;-;-;-;-;-;-;;-;+;-;-;-;+;-;-;-;+;;-;-;-;-;-;-;-;(Thlaspietea rotundifolii);3.3, (6.6);2;2;0;0;0;1;2;0;0;2;4;2;1;2;1;0;0;0
124.93.12;124;Asteraceae               ;93;Taraxacum;12;dissectum;;;v;H;N;Y;Eurasiat.;Taraxacum dissectum (Ledeb.) Ledeb.;;;;;;;x;x;;;;;0;0;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;;+;-;;;+;-;-;-;-;+;-;-;-;-;-;-;-;;-;-;-;-;+;-;-;-;;-;-;-;(Caricetalia curvulae);6.5.1;1;2;2;1;2;1;0;0;0;2;1;0;4;2;0;2;1;0
124.93.14;124;Asteraceae               ;93;Taraxacum;14;aquilonare;;;v;H;N;Y;S-Eur.-Mont.;Taraxacum aquilonare Hand.-Mazz.;;;;;x;x;x;x;;;;;0;1;2;2;1;-;-;-;+;-;-;-;-;-;-;-;-;;+;-;-;+;+;;-;-;+;-;-;;-;-;;;-;-;-;-;-;+;;+;;+;;;;;-;+;;-;+;;-;;;-;-;-;(Elyno-Seslerietea variae, Juncetea trifidi);3.2, 3.3, (6.2), 6.5.1;2;2;2;1;2;1;0;0;0;2;1;0;4;2;0;2;1;0
124.93.1;124;Asteraceae               ;93;Taraxacum;1;handelii;;;v;H;Y;Y;E-Alp.;Taraxacum handelii Murr;;;;;;;x;x;;;;;0;0;0;2;0;-;-;-;+;-;;-;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Caricetalia curvulae);3.3, 6.5.1;0;2;1;0;1;2;1;0;0;2;1;0;4;2;0;2;1;0
124.93.10;124;Asteraceae               ;93;Taraxacum;10;fontanum;;;v;H;N;Y;S-Eur.-Mont.;Taraxacum fontanum aggr.;;;;;x;x;x;x;;;;;0;0;2;2;0;-;+;+;+;+;+;+;+;+;-;+;-;-;;-;-;-;+;;-;;+;+;+;;+;-;;;-;-;-;-;;?;;+;-;+;-;;-;;+;+;-;+;;;+;;;-;-;-;(Montio-Cardaminetalia);3.3, 4.1, 4.2, 5.1, 6.3.2, (6.5.1);2;2;2;0;0;1;2;0;0;0;1;2;0;2;4;0;1;2
124.93.4;124;Asteraceae               ;93;Taraxacum;4;schroeterianum;;;v;H;N;Y;SW-Eur.-Mont.;Taraxacum schroeterianum Hand.-Mazz.;;;;;;x;x;x;;;;;0;1;2;2;0;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;;+;+;;;-;+;-;-;+;+;+;;-;?;;;;;-;+;;-;+;;-;;;-;-;-;(Caricetalia fuscae);4.1, 5.1, 5.2, (6.3.2);1;1;2;0;0;1;2;0;1;0;0;0;0;1;2;0;2;4
124.93.6;124;Asteraceae               ;93;Taraxacum;6;ceratophorum;;;v;H;N;Y;Arct.-Alp.;Taraxacum ceratophorum aggr.;;;;;;x;x;x;;;;;0;0;2;2;0;-;+;-;+;-;+;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;+;(Thlaspietea rotundifolii);2.4, 3.3, (6.5.2);2;2;2;0;0;1;2;0;0;0;1;2;0;2;4;0;1;2
124.93.11;124;Asteraceae               ;93;Taraxacum;11;cucullatum;;;v;H;N;Y;Alp./Co.;Taraxacum cucullatum aggr.;;;;;;x;x;x;;;;;0;1;2;2;0;-;+;+;+;+;+;+;+;+;;+;;+;+;;+;+;+;+;;;+;+;+;;+;+;;;;;-;-;+;;+;;;+;;;;+;;+;;+;+;;;;;-;-;+;(Poion alpinae);2.4, (3.3, 4.1), 6.3.1, (6.5.1, 6.6, 8.1);2;2;2;0;0;1;2;0;0;0;1;2;0;2;4;0;1;2
124.93.2;124;Asteraceae               ;93;Taraxacum;2;reichenbachii;;;v;H;Y;Y;E-Alp.;Taraxacum reichenbachii (Huter) Dahlst.;;;;;;;x;x;;;;;0;0;1;2;0;-;-;-;+;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Caricetalia curvulae);6.5.1;0;1;2;0;1;2;1;0;0;2;1;0;4;2;0;2;1;0
124.93.5;124;Asteraceae               ;93;Taraxacum;5;obovatum;;;v;H;N;Y;Medit.-Mont.;Taraxacum obovatum (Willd.) DC.;;;;;x;x;x;;;;;;2;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;-;-;-;+;;-;-;-;-;-;-;;-;+;-;-;-;;-;;-;-;-;-;-;-;-;(Poetalia bulbosae);2.1.2, 2.2, 6.2;2;2;2;2;1;0;0;0;1;0;1;2;0;2;4;0;1;2
124.93.8;124;Asteraceae               ;93;Taraxacum;8;alpinum;;;v;H;N;Y;S-Eur.-Mont.;Taraxacum alpinum aggr.;;;;;;x;x;x;;;;;0;0;2;2;0;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;-;-;+;+;+;+;+;+;+;+;;+;+;+;;+;+;;+;;;+;+;+;(Thlaspietalia rotundifolii, Poion alpinae);2.4, 3.3, (4.1, 4.2), 5.1, 6.3, 6.5, 6.6, (6.7);2;2;2;0;0;1;2;0;0;0;1;2;0;2;4;0;1;2
124.93.9;124;Asteraceae               ;93;Taraxacum;9;alpestre;;;v;H;N;Y;SE-Eur.-Mont.;Taraxacum alpestre aggr.;;;;;x;x;x;;;;;;0;1;2;2;0;-;+;;+;+;;-;+;+;;;;;;;;;;;;;;+;+;;;-;+;;;+;-;-;;;;;+;+;;;;+;+;+;;;+;;+;;+;-;-;;(Montio-Cardaminetalia);3.3, 4.1, 4.2, (5.1, 6.3.1), 6.3.2, (6.5.1), 6.6, (7.1);2;2;2;0;0;1;2;0;0;1;2;1;2;4;2;1;2;1
124.99.29;124;Asteraceae               ;99;Hieracium;29;alpinum;;;v;H;N;Y;Arct.-Alp.;Hieracium alpinum L.;;;;;;;x;x;;;;;0;1;2;2;1;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;-;+;+;+;+;+;+;+;;;+;;+;;+;+;;+;;+;-;-;+;(Caricetalia curvulae);(3.2, 3.3), 6.5.1, 7.1;0;1;2;0;1;2;1;0;0;0;0;0;0;0;0;4;2;0
124.99.1;124;Asteraceae               ;99;Hieracium;1;staticifolium;;;v;H;N;Y;S-Eur.-Mont.;Hieracium staticifolium All.;;;;;;x;x;x;;;;;1;2;2;2;0;+;+;+;+;+;+;+;+;+;;+;+;+;+;-;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;;+;+;;+;(Epilobion fleischeri);2.5, (3.2), 3.3, (7.5, 9.1.1);2;2;2;1;2;1;0;0;1;2;1;0;4;2;0;2;1;0
124.99.14;124;Asteraceae               ;99;Hieracium;14;aurantiacum;;;v;H;N;Y;Eur.-Mont.;Hieracium aurantiacum L.;;;;;;x;x;x;;;;;2;2;1;0;0;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;-;-;+;+;+;+;+;+;-;+;-;+;;+;-;+;+;-;+;;;-;-;+;(Nardion strictae);(2.2, 2.7, 6.3.1), 6.4, 6.5.1, (7.1, 7.2);1;2;2;0;1;2;1;0;0;0;0;0;2;1;0;4;2;0
124.99.12;124;Asteraceae               ;99;Hieracium;12;cymosum;;;v;H;N;Y;E-Eur./W-Asiat.;Hieracium cymosum L.;;;;;x;x;x;x;;;;;2;2;2;1;0;+;+;+;+;-;+;+;+;-;-;-;;-;+;-;-;;;-;-;+;+;-;-;+;+;+;+;+;+;+;+;-;-;+;;+;;+;+;;+;+;;+;;+;+;+;+;;;+;+;+;(Festuco-Brometea);(2.2, 2.6), 6.2, (6.5.1), 6.7, (7.1, 7.4.2);2;2;1;2;1;0;0;0;0;4;2;0;2;1;0;0;0;0
124.99.13;124;Asteraceae               ;99;Hieracium;13;caespitosum;;;v;H;N;Y;Eurosib.;Hieracium caespitosum Dumort.;;;;;x;x;x;;;;;;2;2;0;0;0;D;+;+;+;-;+;+;+;+;;-;-;-;-;-;+;-;-;-;-;-;-;+;+;;-;-;;;-;-;;-;+;-;-;-;-;D;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;+;(Molinietalia caeruleae);(2.2), 5.1, (6.2), 6.3.2, (7.1, 7.4.1);2;2;2;0;1;2;1;0;1;2;1;0;4;2;0;2;1;0
124.99.3;124;Asteraceae               ;99;Hieracium;3;peletierianum;;;v;H;N;Y;W-Eur.;Hieracium peletierianum Mérat;;;;;x;x;x;x;;;;;2;2;2;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;+;-;-;+;+;+;+;+;+;+;-;+;-;+;-;-;-;-;+;;+;+;-;+;;-;+;-;-;;+;-;-;-;(Sedo-Scleranthetalia);(2.2, 3.1, 3.2), 3.3, 6.2, 6.5.1, (6.7, 7.1, 9.1.1, 9.1.2);0;1;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.99.2;124;Asteraceae               ;99;Hieracium;2;hoppeanum;;;v;H;N;Y;SE-Eur.-Mont./SW-Asiat.;Hieracium hoppeanum Schult.;;;;;x;x;x;x;;;;;1;2;2;1;0;+;+;+;+;-;+;+;+;+;+;-;-;+;+;-;+;+;+;+;-;-;-;+;+;-;-;-;-;-;-;-;-;-;+;-;+;+;+;+;-;+;-;;+;+;-;+;-;+;+;;-;+;+;+;(Juncetea trifidi);6.2, 6.5.1, (6.7, 7.4.2);2;2;2;1;2;1;0;0;0;2;1;0;4;2;0;2;1;0
124.99.4;124;Asteraceae               ;99;Hieracium;4;pilosella;;;v;H;N;Y;Eurosib.;Hieracium pilosella L.;;;;;x;x;x;x;x;x;;;2;2;2;2;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;(Festuco-Brometea);2.2, 2.5.2, (2.7), 3.1, (3.2, 3.3), 3.5, (5.2), 6.2, (6.3.1), 6.4, 6.5.1, (7.1, 7.4.2), 9.1.1;2;2;2;1;2;1;0;0;0;2;1;0;4;2;0;2;1;0
124.99.5;124;Asteraceae               ;99;Hieracium;5;saussureoides;;;v;H;N;Y;SW-Eur.-Mont.;Hieracium saussureoides (Arv.-Touv.) Arv.-Touv.;;;;;;x;x;x;;;;;2;2;2;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;+;-;-;;+;+;+;+;+;-;;+;-;+;-;-;-;-;+;-;;;-;-;;-;+;-;-;-;;-;-;-;(Festuco-Brometea);6.2;2;2;1;2;1;0;0;0;0;4;0;0;2;0;0;0;0;0
124.99.6;124;Asteraceae               ;99;Hieracium;6;pseudopilosella;;;v;H;N;Y;Medit.-Mont.;Hieracium pseudopilosella Ten.;;;;;x;x;x;x;;;;;2;2;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;-;+;;-;-;-;-;;-;-;-;-;-;-;;-;;-;-;-;;-;;-;-;-;-;-;-;-;(Xerobromion);2.5.2, 3.1, 6.2;2;2;2;2;1;0;0;0;0;2;1;0;4;2;0;2;1;0
124.99.36;124;Asteraceae               ;99;Hieracium;36;sparsum;;;v;H;N;Y;SE-Eur./Asiat.;Hieracium sparsum Friv.;;;;;;;x;x;x;;;;0;1;2;2;0;-;+;-;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;D;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;(Nardion strictae);3.1, 3.3, 6.5.1, 7.1;0;0;2;0;1;2;1;0;0;0;0;0;2;1;0;4;2;0
124.99.10;124;Asteraceae               ;99;Hieracium;10;piloselloides;;;v;H;N;Y;E-Eur.;Hieracium piloselloides Vill.;;;;;x;x;x;x;;;;;2;2;2;0;0;+;+;+;+;+;+;+;+;+;;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;+;+;+;+;;+;+;+;+;;+;+;+;+;+;+;+;+;+;(Epilobietalia fleischeri);2.2, 2.5.2, (3.1, 3.2, 3.3, 3.5), 6.2, (6.7, 7.4.2, 9.1.1);2;2;1;1;2;1;0;0;0;4;2;0;2;1;0;0;0;0
124.99.11;124;Asteraceae               ;99;Hieracium;11;bauhinii;;;v;H;N;Y;E-Eur./W-Asiat.;Hieracium bauhinii Schult.;;;;;x;x;x;;;;;;2;2;0;0;0;+;+;+;-;+;+;+;+;+;;-;-;-;-;-;+;-;-;-;-;-;-;-;-;;;;;;-;+;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;+;(Festucetalia valesiacae);(2.2), 6.2, 6.7;2;2;1;1;2;1;0;0;0;4;2;0;2;1;0;0;0;0
124.99.9;124;Asteraceae               ;99;Hieracium;9;alpicola;;;v;H;N;Y;SE-Eur.-Mont.;Hieracium alpicola Steud. & Hochst.;;;;;;;x;x;;;;;0;1;2;2;1;-;D;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;;;;;+;-;;-;+;;+;-;+;-;;+;;;-;-;-;(Juncetea trifidi);(3.2, 3.3), 6.5.1;1;2;2;0;1;2;1;0;0;0;0;0;2;0;0;4;0;0
124.99.8;124;Asteraceae               ;99;Hieracium;8;angustifolium;;;v;H;Y;Y;Alp.;Hieracium angustifolium Hoppe;;;;;;;x;x;;;;;0;0;2;2;0;-;+;-;+;-;+;+;+;+;-;+;-;+;+;-;+;-;+;+;;;+;-;+;+;+;+;+;+;+;-;-;-;-;+;;+;+;+;+;;+;+;;+;;+;+;-;;;;-;-;+;(Juncetea trifidi);(3.3), 6.5.1, (7.1);1;2;2;1;2;1;0;0;0;0;0;0;2;1;0;4;2;0
124.99.7;124;Asteraceae               ;99;Hieracium;7;lactucella;;;v;H;N;Y;Eur.;Hieracium lactucella Wallr.;;;;;x;x;x;x;x;;;;2;2;2;1;0;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;;;+;+;+;;+;+;+;+;;+;+;+;+;(Nardetea strictae);(2.2, 2.5.1, 2.7, 3.3, 3.5, 5.1), 6.2, 6.3, 6.4, 6.5.1, (7.1);2;2;2;0;1;2;1;0;1;0;0;0;2;1;0;4;2;0
